"HOSP_CITY","THCIC_ID","HOSP_NAME","HOSP_REPORTS_WITH_THCIC_ID"
"HOUSTON","337001","HCA HOUSTON HEALTHCARE WEST",NA
"HOUSTON","000115","HARRIS COUNTY PSYCHIATRIC CENTER",NA
"HOUSTON","459000","HARRIS HEALTH SYSTEM BEN TAUB HOSPITAL",NA
"HOUSTON","384000","HARRIS HEALTH SYSTEM LYNDON B JOHNSON HOSPITAL",NA
"HOUSTON","712500","HEALTHBRIDGE CHILDRENS HOSPITAL-HOUSTON",NA
"HOUSTON","974370","HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL",NA
"HOUSTON","976070","HOUSTON METHODIST CONTINUING CARE HOSPITAL TMC",NA
"HOUSTON","124000","HOUSTON METHODIST HOSPITAL",NA
"HOUSTON","800010","HOUSTON METHODIST WEST HOSPITAL",NA
"HOUSTON","724700","HOUSTON METHODIST WILLOWBROOK HOSPITAL",NA
"HOUSTON","706000","KINDRED HOSPITAL HOUSTON NW",NA
"HOUSTON","676000","KINDRED HOSPITAL-HOUSTON MEDICAL CENTER",NA
"HOUSTON","975890","MEDICAL BEHAVIORAL HOSPITAL OF CLEAR LAKE",NA
"HOUSTON","347000","MEMORIAL HERMANN - TEXAS MEDICAL CENTER",NA
"HOUSTON","172000","MEMORIAL HERMANN GREATER HEIGHTS HOSPITAL",NA
"HOUSTON","302000","MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER",NA
"HOUSTON","119000","MEMORIAL HERMANN SOUTHEAST HOSPITAL",NA
"HOUSTON","407000","MEMORIAL HERMANN SOUTHWEST HOSPITAL",NA
"HOUSTON","794200","MENNINGER CLINIC",NA
"HOUSTON","976023","MERIDIAN HOSPITAL",NA
"HOUSTON","975397","PAM HEALTH REHAB HOSPITAL HOUSTON HEIGHTS",NA
"HOUSTON","976018","PAM HEALTH REHAB HOSPITAL KATY",NA
"HOUSTON","975414","RIVER OAKS HOSPITALS & CLINICS",NA
"HOUSTON","838600","ST JOSEPH MEDICAL CENTER",NA
"HOUSTON","740000","ST LUKES HOSPITAL AT THE VINTAGE",NA
"HOUSTON","975124","SUN BEHAVIORAL HOUSTON",NA
"HOUSTON","164000","TIRR MEMORIAL HERMANN",NA
"HOUSTON","674000","TOPS SURGICAL SPECIALTY HOSPITAL",NA
"HOUSTON","117000","TEXAS CHILDRENS HOSPITAL",NA
"HOUSTON","117002","TEXAS CHILDRENS HOSPITAL WEST CAMPUS",NA
"HOUSTON","117100","TEXAS CHILDRENS HOSPITAL-PAVILION FOR WOMEN",NA
"HOUSTON","792000","TEXAS ORTHOPEDIC HOSPITAL",NA
"HOUSTON","976042","THE HEIGHTS HOSPITAL",NA
"HOUSTON","976045","UMMC PREMIER SPECIALTY SURGERY",NA
"HOUSTON","976079","UT HEALTH JOHN S DUNN BEHAVIORAL SCIENCES CENTER",NA
"HOUSTON","000105","UT MD ANDERSON CANCER CENTER",NA
"HOUSTON","030000","UNITED MEMORIAL MEDICAL CENTER",NA
"HOUSTON","975402","UNITED MEMORIAL MEDICAL CENTER NORTH HOSPITAL",NA
"HOUSTON","976143","WEST HOUSTON SURGERY CENTER",NA
"HOUSTON","755001","WEST OAKS HOSPITAL",NA
"HOUSTON","007000","WOMANS HOSPITAL-TEXAS",NA
"HUMBLE","976034","CLEVELAND EMERGENCY HOSPITAL",NA
"HUMBLE","616000","ENCOMPASS HEALTH REHAB HOSPITAL HUMBLE",NA
"HUMBLE","847100","MEMORIAL HERMANN NORTHEAST",NA
"HUMBLE","975394","PAM REHABILITATION HOSPITAL OF HUMBLE",NA
"HUMBLE","865900","SE TEXAS ER AND HOSPITAL",NA
"HUMBLE","975234","TOWNSEN MEMORIAL HOSPITAL",NA
"HUNTSVILLE","061000","HUNTSVILLE MEMORIAL HOSPITAL",NA
"HURST","976170","DFW HOSPITAL",NA
"HURST","976086","UNITED MEMORIAL MEDICAL CENTER MID-CITIES HOSPITAL",NA
"IRAAN","258000","IRAAN GENERAL HOSPITAL",NA
"IRVING","300000","BAYLOR SCOTT & WHITE MEDICAL CENTER-IRVING",NA
"IRVING","799500","BAYLOR SCOTT & WHITE SURGICAL HOSPITAL LAS COLINAS",NA
"IRVING","814000","MEDICAL CITY LAS COLINAS",NA
"JACKSBORO","046000","FAITH COMMUNITY HOSPITAL",NA
"JACKSONVILLE","725400","CHRISTUS MOTHER FRANCES HOSPITAL-JACKSONVILLE",NA
"JACKSONVILLE","975296","UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL",NA
"JASPER","038001","CHRISTUS SOUTHEAST TEXAS - JASPER MEMORIAL",NA
"JOURDANTON","975221","METHODIST HOSPITAL ATASCOSA",NA
"JUNCTION","205000","KIMBLE HOSPITAL",NA
"KATY","975389","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF",NA
"KATY","973620","HOUSTON METHODIST CONTINUING CARE HOSPITAL",NA
"KATY","534001","MEMORIAL HERMANN KATY HOSPITAL",NA
"KATY","838400","MEMORIAL HERMANN REHAB HOSPITAL KATY",NA
"KATY","974500","OCEANS BEHAVIORAL HOSPITAL OF KATY",NA
"KAUFMAN","303000","TEXAS HEALTH PRESBYTERIAN HOSPITAL-KAUFMAN",NA
"KELLER","973540","BAYLOR EMERGENCY MEDICAL CENTER AT KELLER",NA
"KELLER","975880","TEXAS REHABILITATION HOSPITAL OF KELLER",NA
"KENEDY","357000","OTTO KAISER MEMORIAL HOSPITAL",NA
"KERMIT","062000","WINKLER COUNTY MEMORIAL HOSPITAL",NA
"KERRVILLE","000106","KERRVILLE STATE HOSPITAL",NA
"KERRVILLE","406000","PETERSON REGIONAL MEDICAL CENTER",NA
"KILLEEN","397002","ADVENTHEALTH BEHAVIORAL HEALTH CENTER","397001"
"KILLEEN","397001","ADVENTHEALTH CENTRAL TEXAS",NA
"KINGSVILLE","216001","CHRISTUS SPOHN HOSPITAL-KLEBERG KINGWOOD",NA
"KINGSVILLE","675000","HCA HOUSTON HEALTHCARE KINGWOOD",NA
"KINGSVILLE","975258","KINGWOOD EMERGENCY HOSPITAL",NA
"KINGSVILLE","818600","KINGWOOD PINES HOSPITAL",NA
"KINGSVILLE","813800","MEMORIAL HERMANN SPECIALTY HOSPITAL KINGWOOD",NA
"KNOX CITY","568000","KNOX COUNTY HOSPITAL",NA
"KYLE","921000","ASCENSION SETON HAYS",NA
"KYLE","975358","KYLE ER & HOSPITAL",NA
"KYLE","973970","WARM SPRINGS REHAB HOSPITAL KYLE",NA
"LA GRANGE","823400","ST MARKS MEDICAL CENTER",NA
"LAKE JACKSON","436000","CHI ST LUKES HEALTH BRAZOSPORT",NA
"LAKEWAY","975313","BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION - LAKEWAY",NA
"LAKEWAY","975165","BAYLOR SCOTT & WHITE MEDICAL CENTER LAKEWAY",NA
"LAMESA","341000","MEDICAL ARTS HOSPITAL",NA
"LAMPASAS","397000","ADVENTHEALTH ROLLINS BROOK",NA
"LANCASTER","973180","CRESCENT MEDICAL CENTER LANCASTER",NA
"LAREDO","301000","DOCTORS HOSPITAL-LAREDO",NA
"LAREDO","207001","LAREDO MEDICAL CENTER",NA
"LAREDO","974470","LAREDO REHABILITATION HOSPITAL",NA
"LAREDO","836300","LAREDO SPECIALTY HOSPITAL",NA
"LAREDO","975894","LAREDO SURGERY CENTER",NA
"LAREDO","804400","PROVIDENCE HOSPITAL","301000"
"LAREDO","975416","STAT SPECIALTY HOSPITAL OF LAREDO",NA
"LEAGUE CITY","718000","DEVEREUX TEXAS TREATMENT NETWORK",NA
"LEAGUE CITY","975945","ELITE CARE EMERGENCY CENTER",NA
"LEAGUE CITY","975140","UTMB LEAGUE CITY CAMPUS HOSPITAL",NA
"LEVELLAND","307000","COVENANT HOSPITAL-LEVELLAND",NA
"LEWISVILLE","394000","MEDICAL CITY LEWISVILLE",NA
"LIBERTY","089001","LIBERTY DAYTON REGIONAL MEDICAL CENTER",NA
"LITTLEFIELD","217000","LAMB HEALTHCARE CENTER",NA
"LIVINGSTON","466000","CHI ST LUKES HEALTH - MEMORIAL LIVINGSTON",NA
"LLANO","975911","MID COAST MEDICAL CENTER CENTRAL",NA
"LOCKNEY","010000","WJ MANGOLD MEMORIAL HOSPITAL",NA
"LONGVIEW","029000","CHRISTUS GOOD SHEPHERD MEDICAL CENTER-LONGVIEW",NA
"LONGVIEW","975386","EVEREST REHABILITATION HOSPITAL LONGVIEW",NA
"LONGVIEW","976197","HICKORY BEHAVIORAL CENTER LONGVIEW",NA
"LONGVIEW","525000","LONGVIEW REGIONAL MEDICAL CENTER",NA
"LONGVIEW","976186","LONGVIEW REHABILITATION HOSPITAL",NA
"LONGVIEW","106100","OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW",NA
"LONGVIEW","794600","SELECT SPECIALTY HOSPITAL-LONGVIEW",NA
"LUBBOCK","686000","COVENANT CHILDRENS HOSPITAL",NA
"LUBBOCK","465000","COVENANT MEDICAL CENTER",NA
"LUBBOCK","846200","COVENANT SPECIALTY HOSPITAL",NA
"LUBBOCK","975898","GRACE SURGICAL HOSPITAL",NA
"LUBBOCK","801500","LUBBOCK HEART HOSPITAL",NA
"LUBBOCK","976110","OCEANS BEHAVIORAL HOSPITAL LUBBOCK",NA
"LUBBOCK","975371","SOUTH PLAINS REHAB HOSPITAL",NA
"LUBBOCK","804000","SUNRISE CANYON",NA
"LUBBOCK","975020","TRUSTPOINT REHABILITATION HOSPITAL OF LUBBOCK",NA
"LUBBOCK","145000","UNIVERSITY MEDICAL CENTER",NA
"LUFKIN","129000","CHI ST LUKES HEALTH MEMORIAL LUFKIN",NA
"LUFKIN","973420","OCEANS BEHAVIORAL HOSPITAL OF LUFKIN",NA
"LUFKIN","481000","WOODLAND HEIGHTS MEDICAL CENTER",NA
"LULING","597000","ASCENSION SETON EDGAR B DAVIS",NA
"LULING","848200","PAM SPECIALTY HOSPITAL OF LULING",NA
"LUMBERTON","975782","LUMBERTON HOSPITAL",NA
"MADISONVILLE","041000","CHI ST JOSEPH HEALTH MADISON HOSPITAL",NA
"MANSFIELD","974220","BAYLOR EMERGENCY MEDICAL CENTER-MANSFIELD",NA
"MANSFIELD","976049","ER TX MEDICAL CENTER MANSFIELD",NA
"MANSFIELD","842800","METHODIST MANSFIELD MEDICAL CENTER",NA
"MANSFIELD","975870","TEXAS HEALTH HOSPITAL MANSFIELD MANSFILED",NA
"MANSFIELD","976162","CLEARSKY REHABILITATION HOSPITAL MANSFIELD",NA
"MARBLE FALLS","974940","BAYLOR SCOTT & WHITE MEDICAL CENTER MARBLE FALLS",NA
"MARLIN","517000","FALLS COMMUNITY HOSPITAL & CLINIC",NA
"MARSHALL","020000","CHRISTUS GOOD SHEPHERD MEDICAL CENTER-MARSHALL",NA
"MCALLEN","601000","RIO GRANDE REGIONAL HOSPITAL",NA
"MCALLEN","816300","SOLARA SPECIALTY HOSPITALS MCALLEN",NA
"MCALLEN","802003","SOUTH TEXAS HEALTH SYSTEM HEART",NA
"MCALLEN","802001","SOUTH TEXAS HEALTH SYSTEM MCALLEN",NA
"MCCAMEY","240000","MCCAMEY HOSPITAL",NA
"MCKINNEY","971900","BAYLOR SCOTT & WHITE MEDICAL CENTER MCKINNEY",NA
"MCKINNEY","975385","BAYLOR SCOTT & WHITE THE HEART HOSPITAL",NA
"MCKINNEY","246000","MEDICAL CITY-MCKINNEY",NA
"MCKINNEY","937000","METHODIST MCKINNEY HOSPITAL",NA
"MESQUITE","315003","DALLAS REGIONAL MEDICAL CENTER",NA
"MESQUITE","670001","MESQUITE REHABILITATION INSTITUTE",NA
"MESQUITE","840000","MESQUITE SPECIALTY HOSPITAL",NA
"MEXIA","505000","PARKVIEW REGIONAL HOSPITAL",NA
"MIDLAND","693000","ENCOMPASS HEALTH REHAB HOSPITAL-MIDLAND",NA
"ODESSA","452000","MIDLAND MEMORIAL HOSPITAL",NA
"ODESSA","101400","OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN",NA
"MIDLOTHIAN","975879","METHODIST MIDLOTHIAN MEDICAL CENTER",NA
"MINERAL WELLS","034000","PALO PINTO GENERAL HOSPITAL",NA
"MISSION","370000","MISSION REGIONAL MEDICAL CENTER",NA
"MONAHANS","468000","WARD MEMORIAL HOSPITAL",NA
"MORTON","159000","COCHRAN MEMORIAL HOSPITAL",NA
"MOUNT PLEASANT","137000","TITUS REGIONAL MEDICAL CENTER",NA
"MUENSTER","365000","MUENSTER MEMORIAL HOSPITAL",NA
"MULESHOE","631000","MULESHOE AREA MEDICAL CENTER",NA
"MURPHY","973550","BAYLOR EMERGENCY MEDICAL CENTER AT MURPHY",NA
"NACOGDOCHES","478001","CECIL R BOMAR REHAB CENTER",NA
"NACOGDOCHES","976155","CECIL R BOMAR REHAB CENTER","976154"
"NACOGDOCHES","392000","NACOGDOCHES MEDICAL CENTER",NA
"NACOGDOCHES","478000","NACOGDOCHES MEMORIAL HOSPITAL",NA
"NACOGDOCHES","976154","NACOGDOCHES MEMORIAL HOSPITAL",NA
"NASSAU BAY","973640","HOUSTON METHODIST ST JOHN HOSPITAL",NA
"NAVASOTA","728800","CHI ST JOSEPH HEALTH GRIMES HOSPITAL",NA
"NEDERLAND","127000","MID-JEFFERSON EXTENDED CARE HOSPITAL",NA
"NEW BRAUNFELS","863300","CHRISTUS SANTA ROSA HOSPITAL NEW BRAUNFELS",NA
"NEW BRAUNFELS","976036","NEW BRAUNFELS ER & HOSPITAL",NA
"NEW BRAUNFELS","786200","NEW BRAUNFELS REGIONAL REHAB HOSPITAL",NA
"NEW BRAUNFELS","124100","PAM SPECIALTY HOSPITAL OF NEW BRAUNFELS",NA
"NEW BRAUNFELS","973850","RESOLUTE BAPTIST HOSPITAL",NA
"NOCONA","348000","NOCONA GENERAL HOSPITAL",NA
"NORTH RICHLAND HILLS","437000","MEDICAL CITY NORTH HILLS",NA
"ODESSA","976225","ADVANCED ODESSA HOSPITAL & CLINICS",NA
"ODESSA","974720","CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA",NA
"ODESSA","181000","MEDICAL CENTER HOSPITAL",NA
"ODESSA","425000","ODESSA REGIONAL MEDICAL CENTER",NA
"OLNEY","294000","HAMILTON HOSPITAL",NA
"PALACIOS","574001","PALACIOS COMMUNITY MEDICAL CENTER",NA
"PALESTINE","629001","PALESTINE REGIONAL MEDICAL CENTER",NA
"PALESTINE","629002","PALESTINE REGIONAL MEDICAL CENTER REHAB & PSYCH CAMPUS","629001"
"PAMPA","832900","PAMPA REGIONAL MEDICAL CENTER",NA
"PARIS","095003","PARIS REGIONAL MEDICAL CENTER NORTH CAMPUS",NA
"PASADENA","976017","ALTUS BAYTOWN HOSPITAL",NA
"PASADENA","976055","ALTUS PASADENA SURGERY CENTER",NA
"PASADENA","349001","HCA HOUSTON HEALTHCARE SOUTHEAST",NA
"PASADENA","976160","HCA HOUSTON REHABILITATION HOSPITAL SOUTHEAST",NA
"PASADENA","975363","OCEANS BEHAVIORAL HOSPITAL OF PASADENA",NA
"PASADENA","846100","ST LUKES PATIENTS MEDICAL CENTER",NA
"PASADENA","694100","SURGERY SPECIALTY HOSPITALS OF AMERICA-SOUTHEAST HOUSTON",NA
"PEARLAND","975246","ENCOMPASS HEALTH REHAB HOSPITAL PEARLAND",NA
"PEARLAND","974390","HCA HOUSTON HEALTHCARE PEARLAND",NA
"PEARLAND","975138","MEMORIAL HERMANN PEARLAND HOSPITAL",NA
"PEARSALL","441000","FRIO REGIONAL HOSPITAL",NA
"PECOS","367000","REEVES REGIONAL HEALTH",NA
"PERRYTON","098000","OCHILTREE GENERAL HOSPITAL",NA
"PFLUGERVILLE","975340","BAYLOR SCOTT & WHITE MEDICAL CENTER",NA
"PITTSBURG","975297","UT HEALTH EAST PITTSBURG HOSPITAL",NA
"PLAINVIEW","816001","ALLEGIANCE BEHAVIORAL HEALTH CENTER-PLAINVIEW",NA
"PLAINVIEW","146000","COVENANT HOSPITAL-PLAINVIEW",NA
"PLANO","971200","ACUTE REHABILITATION HOSPITAL OF PLANO",NA
"PLANO","814001","BAYLOR SCOTT & WHITE MEDICAL CENTER-PLANO",NA
"PLANO","844000","BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO",NA
"PLANO","143001","CHILDRENS MEDICAL CENTER PLANO",NA
"PLANO","975178","EATING RECOVERY CENTER",NA
"PLANO","975801","EATING RECOVERY CENTER LEGACY",NA
"PLANO","670000","ENCOMPASS HEALTH REHAB HOSPITAL PLANO",NA
"PLANO","973390","LEGENT HOSPITAL FOR SPECIAL SURGERY",NA
"PLANO","975790","LIFECARE HOSPITAL OF PLANO",NA
"PLANO","214000","MEDICAL CITY PLANO",NA
"PLANO","715500","PLANO CENTER FOR SURGICAL ARTS",NA
"PLANO","976158","REUNION REHABILITATION HOSPITAL PLANO",NA
"PLANO","976058","SELECT SPECIALTY HOSPITAL DALLAS PLANO",NA
"PLANO","815300","TEXAS HEALTH CENTER-DIAGNOSTICS & SURGERY",NA
"PLANO","664000","TEXAS HEALTH PRESBYTERIAN HOSPITAL-PLANO",NA
"PLANO","720000","TEXAS HEALTH SEAY BEHAVIORAL HEALTH HOSPITAL",NA
"PLANO","975785","TEXAS SURGICAL HOSPITAL",NA
"PLANO","975836","WELLBRIDGE HEALTHCARE GREATER DALLAS",NA
"PORT ARTHUR","975209","CHRISTUS ST MARY OUTPATIENT CENTER MID-COUNTY",NA
"PORT ARTHUR","464002","MEDICAL CENTER-SOUTHEAST TEXAS",NA
"PORT LAVACA","487000","MEMORIAL MEDICAL CENTER",NA
"PROSPER","976100","COOK CHILDRENS MEDICAL CENTER PROSPER",NA
"QUANAH","102000","HARDEMAN COUNTY MEMORIAL HOSPITAL",NA
"QUITMAN","975298","UT HEALTH EAST TEXAS QUITMAN HOSPITAL",NA
"RANKIN","290000","RANKIN COUNTY HOSPITAL DISTRICT",NA
"REFUGIO","368000","REFUGIO COUNTY MEMORIAL HOSPITAL DISTRICT",NA
"RICHARDSON","549001","BUSH RENNER",NA
"RICHARDSON","975168","EMINENT MEDICAL CENTER",NA
"RICHARDSON","861300","ENCOMPASS HEALTH REHAB HOSPITAL RICHARDSON",NA
"RICHARDSON","549000","METHODIST RICHARDSON MEDICAL CENTER",NA
"RICHARDSON","975848","PAM REHABILITATION HOSPITAL OF RICHARDSON",NA
"RICHARDSON","975143","VIBRA HOSPITAL OF RICHARDSON",NA
"RICHMOND","230000","OAKBEND MEDICAL CENTER-JACKSON",NA
"RICHMOND","230001","OAKBEND MEDICAL CENTER-SOUTHWEST",NA
"RICHMOND","974260","WESTPARK SPRINGS",NA
"RIO GRANDE CITY","393000","STARR COUNTY MEMORIAL HOSPITAL",NA
"ROBINSON","975972","ENCOMPASS HEALTH REHAB HOSPITAL WACO",NA
"ROCKWALL","973610","BAYLOR EMERGENCY MEDICAL CENTER AT ROCKWALL",NA
"ROCKWALL","859900","TEXAS HEALTH HOSPITAL ROCKWALL",NA
"ROTAN","355000","FISHER COUNTY HOSPITAL DISTRICT",NA
"ROUND ROCK","861700","ASCENSION SETON WILLIAMSON",NA
"ROUND ROCK","852600","BAYLOR SCOTT & WHITE MEDICAL CENTER ROUND ROCK",NA
"ROUND ROCK","975417","BRUSHY CREEK FAMILY HOSPITAL",NA
"ROUND ROCK","973410","CORNERSTONE SPECIALTY HOSPITALS ROUND ROCK",NA
"ROUND ROCK","866100","ENCOMPASS HEALTH REHAB HOSPITAL ROUND ROCK",NA
"ROUND ROCK","975339","PAM REHAB HOSPITAL ROUND ROCK",NA
"ROUND ROCK","608000","ROUND ROCK MEDICAL CENTER ROWLETTE",NA
"ROUND ROCK","975286","BAYLOR SCOTT & WHITE MEDICAL CENTER LAKE POINTE",NA
"ROYSE CITY","976173","ROYSE CITY EMERGENCY HOSPITAL",NA
"RUSK","000107","RUSK STATE HOSPITAL",NA
"SACHSE","976009","TRINITY REGIONAL HOSPITAL SACHSE",NA
"SAN ANGELO","747000","RIVER CREST HOSPITAL",NA
"SAN ANGELO","168000","SHANNON MEDICAL CENTER",NA
"SAN ANGELO","975887","SHANNON MEDICAL CENTER SOUTH",NA
"SAN ANGELO","445000","SHANNON MEDICAL CENTER-ST JOHNS CAMPUS","168000"
"SAN ANGELO","975944","SHANNON REHABILITATION HOSPITAL - AFFILIATE OF ENCOMPASS HEALTH",NA
"SAN ANTONIO","101100","BAPTIST EMERGENCY HOSPITAL HAUSMAN",NA
"SAN ANTONIO","975795","BAPTIST EMERGENCY HOSPITAL KELLY",NA
"SAN ANTONIO","972810","BAPTIST EMERGENCY HOSPITAL OVERLOOK",NA
"SAN ANTONIO","647000","BAPTIST EMERGENCY HOSPITAL THOUSAND OAKS",NA
"SAN ANTONIO","973000","BAPTIST EMERGENCY HOSPITAL WESTOVER HILLS",NA
"SAN ANTONIO","975179","BAPTIST EMERGENCY HOSPITAL ZARZAMORA",NA
"SAN ANTONIO","114001","BAPTIST MEDICAL CENTER",NA
"SAN ANTONIO","973930","CHRISTUS SANTA ROSA HOSPITAL ALAMO HEIGHTS",NA
"SAN ANTONIO","339002","CHRISTUS SANTA ROSA HOSPITAL-WESTOVER HILLS",NA
"SAN ANTONIO","339001","CHRISTUS SANTA ROSA MEDICAL CENTER",NA
"SAN ANTONIO","634000","CHRISTUS CHILDRENS",NA
"SAN ANTONIO","737000","CLARITY CHILD GUIDANCE CENTER",NA
"SAN ANTONIO","636000","ENCOMPASS HEALTH REHAB HOSPITAL SAN ANTONIO",NA
"SAN ANTONIO","852100","FOUNDATION SURGICAL HOSPITAL-SAN ANTONIO",NA
"SAN ANTONIO","975155","KINDRED HOSPITAL SAN ANTONIO CENTRAL",NA
"SAN ANTONIO","645000","KINDRED HOSPITAL-SAN ANTONIO",NA
"SAN ANTONIO","723001","LAUREL RIDGE TREATMENT CENTER",NA
"SAN ANTONIO","974980","LEGENT ORTHOPEDIC + SPINE",NA
"SAN ANTONIO","154000","METHODIST HOSPITAL",NA
"SAN ANTONIO","976185","METHODIST HOSPITAL LANDMARK",NA
"SAN ANTONIO","874100","METHODIST HOSPITAL STONE OAK",NA
"SAN ANTONIO","975881","METHODIST HOSPITAL STONE OAK REHAB CENTER",NA
"SAN ANTONIO","154001","METHODIST SPECIALTY & TRANSPLANT HOSPITAL",NA
"SAN ANTONIO","154003","METHODIST TEXSAN HOSPITAL",NA
"SAN ANTONIO","283000","METROPOLITAN METHODIST HOSPITAL",NA
"SAN ANTONIO","975858","MISSION RESILIENCY AT LAUREL RIDGE TREATMENT CENTER",NA
"SAN ANTONIO","081001","MISSION TRAIL BAPTIST HOSPITAL",NA
"SAN ANTONIO","677001","NORTH CENTRAL BAPTIST HOSPITAL",NA
"SAN ANTONIO","134001","NORTHEAST BAPTIST HOSPITAL",NA
"SAN ANTONIO","154002","NORTHEAST METHODIST HOSPITAL",NA
"SAN ANTONIO","844601","PAM HEALTH REHAB HOSPITAL NORTHEAST SAN ANTONIO",NA
"SAN ANTONIO","972960","PAM SPECIALTY HOSPITAL OF SAN ANTONIO",NA
"SAN ANTONIO","975779","PAM SPECIALTY HOSPITAL OF SAN ANTONIO MEDICAL CENTER",NA
"SAN ANTONIO","973900","SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL",NA
"SAN ANTONIO","976198","SAN ANTONIO REHABILITATION HOSPITAL",NA
"SAN ANTONIO","000110","SAN ANTONIO STATE HOSPITAL",NA
"SAN ANTONIO","786800","SOUTH TEXAS SPINE & SURGICAL HOSPITAL",NA
"SAN ANTONIO","827700","SPECIALTY SURGERY CENTER",NA
"SAN ANTONIO","503001","ST LUKES BAPTIST HOSPITAL",NA
"SAN ANTONIO","000108","TEXAS CENTER FOR INFECTIOUS DISEASE",NA
"SAN ANTONIO","228001","TEXAS VISTA MEDICAL CENTER",NA
"SAN ANTONIO","158000","UNIVERSITY HOSPITAL",NA
"SAN ANTONIO","844602","WARM SPRINGS REHAB HOSPITAL WESTOVER HILLS",NA
"SAN ANTONIO","844600","WARM SPRINGS REHAB HOSPITAL-SAN ANTONIO",NA
"SAN AUGUSTINE","072000","CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE",NA
"SAN MARCOS","975814","CHRISTUS SANTA ROSA HOSPITAL SAN MARCOS",NA
"SCHERTZ","973120","BAPTIST EMERGENCY HOSPITAL SCHERTZ",NA
"SEGUIN","155000","GUADALUPE REGIONAL MEDICAL CENTER",NA
"SEMINOLE","113000","MEMORIAL HOSPITAL-SEMINOLE",NA
"SEYMOUR","546000","SEYMOUR HOSPITAL",NA
"SHAMROCK","976024","SHAMROCK GENERAL HOSPITAL",NA
"SHENANDOAH","873700","ENCOMPASS HEALTH REHAB HOSPITAL VISION PARK",NA
"SHENANDOAH","976224","NEXUS CHILDRENS HOSPITAL SHENANDOAH",NA
"SHENANDOAH","795000","NEXUS SPECIALTY HOSPITAL SHENANDOAH CAMPUS",NA
"SHERMAN","974910","BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT",NA
"SHERMAN","975834","CARRUS BEHAVIORAL HOSPITAL",NA
"SHERMAN","957000","CARRUS REHAB HOSPITAL",NA
"SHERMAN","864600","CARRUS SPECIALTY HOSPITAL",NA
"SHERMAN","975985","RED RIVER ER & HOSPITAL",NA
"SHERMAN","847002","TEXOMA MEDICAL CENTER BEHAVIORAL HEALTH CENTER","847000"
"SHERMAN","297000","WILSON N JONES REGIONAL MEDICAL CENTER",NA
"SMITHVILLE","424500","ASCENSION SETON SMITHVILLE",NA
"SNYDER","439000","COGDELL MEMORIAL HOSPITAL",NA
"SONORA","147000","LILLIAN M HUDSPETH MEMORIAL HOSPITAL",NA
"SOUTHLAKE","975966","METHODIST SOUTHLAKE MEDICAL CENTER",NA
"SOUTHLAKE","812800","TEXAS HEALTH HARRIS METHODIST HOSPITAL",NA
"SOUTHLAKE","975333","WISE HEALTH PAIN MANAGEMENT CENTER AT",NA
"SPEARMAN","395000","HANSFORD COUNTY HOSPITAL SPRING",NA
"SPEARMAN","975122","CHI ST LUKES HEALTH SPRINGWOODS VILLAGE",NA
"SPEARMAN","975821","LAKESHORE SURGICAL CENTER",NA
"SPEARMAN","975992","NEXUS CHILDRENS HOSPITAL-THE WOODLANDS",NA
"SPEARMAN","975838","SPRING HOSPITAL",NA
"SPEARMAN","975347","SURGERY CENTER OF THE WOODLANDS",NA
"STAFFORD","874000","ATRIUM MEDICAL CENTER",NA
"STANTON","388000","MARTIN COUNTY HOSPITAL DISTRICT",NA
"STEPHENVILLE","256000","TEXAS HEALTH HARRIS METHODIST HOSPITAL-STEPHENVILLE",NA
"SUGAR LAND","969000","ENCOMPASS HEALTH REHAB HOSPITAL SUGAR LAND",NA
"SUGAR LAND","823000","HOUSTON METHODIST SUGAR LAND HOSPITAL",NA
"SUGAR LAND","792700","KINDRED HOSPITAL SUGAR LAND",NA
"SUGAR LAND","609001","MEMORIAL HERMANN SUGAR LAND HOSPITAL",NA
"SUGAR LAND","790500","MEMORIAL HERMANN SURGICAL HOSPITAL FIRST COLONY",NA
"SUGAR LAND","976041","PAM HEALTH REHAB HOSPITAL OF SUGAR LAND",NA
"SUGAR LAND","869700","ST LUKES SUGAR LAND HOSPITAL",NA
"SUGAR LAND","975411","ST MICHAELS ELITE HOSPITAL",NA
"SUGAR LAND","975780","UNITED MEMORIAL MEDICAL CENTER SUGAR LAND HOSPITAL",NA
"SUGAR LAND","976099","VOYAGES BEHAVIORAL HEALTH OF SUGAR LAND",NA
"SULPHUR SPRINGS","975159","CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS",NA
"SUNNYVALE","919000","BAYLOR SCOTT & WHITE MEDICAL CENTER SUNNYVALE",NA
"SWEENY","178000","SWEENY COMMUNITY HOSPITAL",NA
